STRUCTURE,STRUCTURE_ID,freq,hlthcare,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2014,67.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2015,68.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2016,67.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2017,67.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2018,65.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2019,65.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2020,52.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,SOM,PC,TR,2021,55.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1989,76.78,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1990,80.67,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1991,79.99,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1992,79.28,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1993,79.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1994,79.37,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1995,82.11,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1996,83.31,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1997,76.31,b
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1998,78.06,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,1999,76.89,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2000,77.23,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2001,75.65,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2002,76.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2003,76.47,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2004,79.21,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2005,77.01,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2006,77.64,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2007,77.27,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2008,78.25,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2009,77.46,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2010,76.52,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2011,75.93,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2012,75.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2013,74.92,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2014,74.55,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2015,73.89,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2016,73.81,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2017,73.29,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2018,73.31,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2019,72.95,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2020,64.06,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,AT,2021,66.56,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2000,75.45,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2001,75.33,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2002,75.24,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2003,74.83,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2004,74.51,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2005,74.67,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2006,74.07,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2007,73.84,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2008,74.66,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2009,73.68,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2010,73.54,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2011,73.52,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2012,73.84,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2013,73.16,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2014,72.75,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2015,72.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2016,73.17,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2017,73.16,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2018,73.18,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2019,72.47,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2020,62.14,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BE,2021,64.54,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BG,2019,64.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BG,2020,54.53,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,BG,2021,57.01,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1980,77.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1981,78.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1982,80.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1983,79.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1984,78.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1985,80.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1986,79.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1987,80.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1988,80.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1989,79.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1990,79.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1991,78.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1992,78.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1993,78.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1994,77.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1997,83.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1998,83.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,1999,84.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2000,84.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2001,84.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2002,84.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2003,85.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2004,86.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2005,86.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2006,86.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2007,85.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2008,88.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2009,87.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2010,82.83,b
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2011,84.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2012,81.52,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2013,82.81,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2014,83.18,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2015,83.59,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2016,83.91,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2017,82.12,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2018,81.65,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2019,81.33,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2020,78.25,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CH,2021,80.29,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1980,73.10,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1981,72.10,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1982,72.10,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1983,71.10,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1984,71.20,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1985,75.10,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1986,77.70,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1987,77.00,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1988,75.90,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1989,71.60,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1990,74.40,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1991,76.70,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1992,78.10,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1993,77.90,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1994,81.20,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1995,80.80,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1996,79.70,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1997,78.90,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1998,79.00,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,1999,77.60,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2000,81.40,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2001,80.10,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2002,73.50,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2003,72.80,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2004,79.90,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2005,83.70,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2006,78.80,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2007,76.00,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2008,88.20,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2009,84.69,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2010,84.17,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2011,90.90,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2012,75.84,bd
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2013,74.38,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2014,74.70,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2015,72.15,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2016,71.76,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2017,72.86,bd
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2018,60.65,bd
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2019,61.72,d
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2020,50.50,bd
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CY,2021,51.77,bd
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1975,78.05,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1976,78.71,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1977,78.99,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1978,80.27,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1979,80.96,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1980,81.78,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1981,82.88,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1982,82.58,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1983,82.55,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1984,81.78,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1985,80.82,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1986,79.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1987,77.86,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1988,75.95,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1989,74.22,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1990,69.62,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1991,69.04,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1992,70.22,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1993,71.59,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1994,73.01,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,1995,72.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2000,73.85,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2005,78.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2007,73.30,b
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2008,71.03,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2009,70.71,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2010,70.45,b
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2011,71.77,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2012,71.93,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2013,72.02,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2014,72.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2015,70.96,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2016,69.84,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2017,68.34,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2018,67.33,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2019,66.75,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2020,58.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,CZ,2021,59.43,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,1994,83.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,1995,83.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,1996,85.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,1997,81.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,1998,82.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,1999,82.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2000,81.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2001,80.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2002,80.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2003,78.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2004,76.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2005,76.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2006,77.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2007,78.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2008,79.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2009,79.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2010,79.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2011,79.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2012,79.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2013,79.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2014,79.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2015,79.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2016,80.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2017,79.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2018,79.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2019,78.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2020,69.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DE,2021,69.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1977,77.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1978,79.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1979,76.70,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1980,75.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1981,74.80,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1982,76.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1983,76.30,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1984,78.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1985,78.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1986,78.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1987,78.40,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1988,78.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1989,77.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1990,78.50,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1991,79.90,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1992,82.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1993,82.20,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1994,81.10,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1995,78.60,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1996,82.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1997,82.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1998,83.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,1999,84.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,2000,85.00,
dataflow,ESTAT:HLTH_CO_BEDOC(1.0),A,TOTAL,PC,DK,2001,84.00,
