STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,deviatn,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,F,TOTAL,DEV_1,EU_V,2005,2424,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,F,TOTAL,DEV_2,EU_V,2005,13354,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,F,TOTAL,DEV_3,EU_V,2005,43644,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,F,TOTAL,DEV_4,EU_V,2005,137610,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,F,TOTAL,DEV_5,EU_V,2005,200918,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,F,TOTAL,DEV_6,EU_V,2005,102991,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,F,TOTAL,DEV_7,EU_V,2005,147682,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,F,TOTAL,DEV_8,EU_V,2005,29018,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,F,TOTAL,DEV_9,EU_V,2005,12167,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,F,TOTAL,TOTAL,EU_V,2005,689808,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,M,TOTAL,DEV_1,EU_V,2005,16471,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,M,TOTAL,DEV_2,EU_V,2005,49508,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,M,TOTAL,DEV_3,EU_V,2005,238135,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,M,TOTAL,DEV_4,EU_V,2005,630635,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,M,TOTAL,DEV_5,EU_V,2005,482914,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,M,TOTAL,DEV_6,EU_V,2005,351393,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,M,TOTAL,DEV_7,EU_V,2005,437863,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,M,TOTAL,DEV_8,EU_V,2005,46121,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,M,TOTAL,DEV_9,EU_V,2005,40507,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,M,TOTAL,TOTAL,EU_V,2005,2293552,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,A,DEV_1,EU_V,2005,505,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,A,DEV_2,EU_V,2005,1985,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,A,DEV_3,EU_V,2005,13536,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,A,DEV_4,EU_V,2005,32702,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,A,DEV_5,EU_V,2005,42546,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,A,DEV_6,EU_V,2005,18336,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,A,DEV_7,EU_V,2005,19398,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,A,DEV_8,EU_V,2005,6269,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,A,DEV_9,EU_V,2005,2559,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,A,TOTAL,EU_V,2005,137840,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,B,DEV_1,EU_V,2005,18,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,B,DEV_2,EU_V,2005,51,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,B,DEV_3,EU_V,2005,363,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,B,DEV_4,EU_V,2005,656,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,B,DEV_5,EU_V,2005,1237,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,B,DEV_6,EU_V,2005,531,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,B,DEV_7,EU_V,2005,1081,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,B,DEV_8,EU_V,2005,79,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,B,DEV_9,EU_V,2005,431,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,B,TOTAL,EU_V,2005,4449,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,C,DEV_1,EU_V,2005,196,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,C,DEV_2,EU_V,2005,655,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,C,DEV_3,EU_V,2005,5045,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,C,DEV_4,EU_V,2005,4646,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,C,DEV_5,EU_V,2005,4911,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,C,DEV_6,EU_V,2005,2066,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,C,DEV_7,EU_V,2005,3688,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,C,DEV_8,EU_V,2005,111,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,C,DEV_9,EU_V,2005,462,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,C,TOTAL,EU_V,2005,21780,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,D,DEV_1,EU_V,2005,6081,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,D,DEV_2,EU_V,2005,21799,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,D,DEV_3,EU_V,2005,86461,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,D,DEV_4,EU_V,2005,285531,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,D,DEV_5,EU_V,2005,130435,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,D,DEV_6,EU_V,2005,128748,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,D,DEV_7,EU_V,2005,141471,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,D,DEV_8,EU_V,2005,5446,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,D,DEV_9,EU_V,2005,13605,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,D,TOTAL,EU_V,2005,819574,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,E,DEV_1,EU_V,2005,406,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,E,DEV_2,EU_V,2005,351,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,E,DEV_3,EU_V,2005,1717,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,E,DEV_4,EU_V,2005,4240,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,E,DEV_5,EU_V,2005,4918,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,E,DEV_6,EU_V,2005,2773,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,E,DEV_7,EU_V,2005,4103,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,E,DEV_8,EU_V,2005,396,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,E,DEV_9,EU_V,2005,317,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,E,TOTAL,EU_V,2005,19220,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,F,DEV_1,EU_V,2005,3965,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,F,DEV_2,EU_V,2005,10997,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,F,DEV_3,EU_V,2005,61955,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,F,DEV_4,EU_V,2005,127986,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,F,DEV_5,EU_V,2005,134613,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,F,DEV_6,EU_V,2005,79626,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,F,DEV_7,EU_V,2005,105977,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,F,DEV_8,EU_V,2005,3461,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,F,DEV_9,EU_V,2005,9764,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,F,TOTAL,EU_V,2005,538342,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,G,DEV_1,EU_V,2005,2022,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,G,DEV_2,EU_V,2005,4637,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,G,DEV_3,EU_V,2005,31541,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,G,DEV_4,EU_V,2005,93882,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,G,DEV_5,EU_V,2005,71015,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,G,DEV_6,EU_V,2005,56523,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,G,DEV_7,EU_V,2005,77518,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,G,DEV_8,EU_V,2005,5432,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,G,DEV_9,EU_V,2005,5920,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,G,TOTAL,EU_V,2005,348490,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,H,DEV_1,EU_V,2005,1064,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,H,DEV_2,EU_V,2005,6984,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,H,DEV_3,EU_V,2005,14587,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,H,DEV_4,EU_V,2005,33881,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,H,DEV_5,EU_V,2005,37930,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,H,DEV_6,EU_V,2005,23856,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,H,DEV_7,EU_V,2005,21353,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,H,DEV_8,EU_V,2005,2700,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,H,DEV_9,EU_V,2005,2281,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,H,TOTAL,EU_V,2005,144642,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,I,DEV_1,EU_V,2005,971,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,I,DEV_2,EU_V,2005,3152,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,I,DEV_3,EU_V,2005,18247,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,I,DEV_4,EU_V,2005,56300,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,I,DEV_5,EU_V,2005,62680,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,I,DEV_6,EU_V,2005,33400,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,I,DEV_7,EU_V,2005,50181,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,I,DEV_8,EU_V,2005,9031,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,I,DEV_9,EU_V,2005,3765,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,I,TOTAL,EU_V,2005,237728,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,J,DEV_1,EU_V,2005,97,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,J,DEV_2,EU_V,2005,119,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,J,DEV_3,EU_V,2005,567,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,J,DEV_4,EU_V,2005,2254,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,J,DEV_5,EU_V,2005,5074,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,J,DEV_6,EU_V,2005,2290,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,J,DEV_7,EU_V,2005,2312,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,J,DEV_8,EU_V,2005,1627,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,J,DEV_9,EU_V,2005,274,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,J,TOTAL,EU_V,2005,14617,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,K,DEV_1,EU_V,2005,1217,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,K,DEV_2,EU_V,2005,3482,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,K,DEV_3,EU_V,2005,17321,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,K,DEV_4,EU_V,2005,41486,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,K,DEV_5,EU_V,2005,51237,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,K,DEV_6,EU_V,2005,29086,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,K,DEV_7,EU_V,2005,33304,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,K,DEV_8,EU_V,2005,5220,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,K,DEV_9,EU_V,2005,3024,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,K,TOTAL,EU_V,2005,185376,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,L,DEV_1,EU_V,2005,610,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,L,DEV_2,EU_V,2005,1398,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,L,DEV_3,EU_V,2005,7158,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,L,DEV_4,EU_V,2005,18802,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,L,DEV_5,EU_V,2005,36524,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,L,DEV_6,EU_V,2005,16134,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,L,DEV_7,EU_V,2005,31481,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,L,DEV_8,EU_V,2005,9267,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,L,DEV_9,EU_V,2005,3108,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,L,TOTAL,EU_V,2005,124480,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,M,DEV_1,EU_V,2005,343,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,M,DEV_2,EU_V,2005,903,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,M,DEV_3,EU_V,2005,3580,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,M,DEV_4,EU_V,2005,9479,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,M,DEV_5,EU_V,2005,20108,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,M,DEV_6,EU_V,2005,9442,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,M,DEV_7,EU_V,2005,12868,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,M,DEV_8,EU_V,2005,4023,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,M,DEV_9,EU_V,2005,1135,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,M,TOTAL,EU_V,2005,61880,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,N,DEV_1,EU_V,2005,605,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,N,DEV_2,EU_V,2005,3535,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,N,DEV_3,EU_V,2005,8243,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,N,DEV_4,EU_V,2005,26331,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,N,DEV_5,EU_V,2005,42775,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,N,DEV_6,EU_V,2005,26987,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,N,DEV_7,EU_V,2005,51218,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,N,DEV_8,EU_V,2005,14952,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,N,DEV_9,EU_V,2005,3287,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,N,TOTAL,EU_V,2005,177933,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,O,DEV_1,EU_V,2005,562,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,O,DEV_2,EU_V,2005,1990,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,O,DEV_3,EU_V,2005,7464,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,O,DEV_4,EU_V,2005,19687,
dataflow,ESTAT:HSW_AW_DE1(1.0),A,NR,D_GE4,TOTAL,T,O,DEV_5,EU_V,2005,30676,
