STRUCTURE,STRUCTURE_ID,freq,unit,severity,bodypart,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,BP7,EU15_NO,1998,7791,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,BP7,EU15_NO,1999,7995,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,BP7,EU15_NO,2000,8480,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,BP7,EU15_NO,2001,8453,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,BP7,EU15_NO,2002,8867,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,BP7,EU15_NO,2003,14161,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,BP7,EU15_NO,2004,10564,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,BP7,EU15_NO,2005,11541,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,BP7,EU15_NO,2006,10062,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,BP7,EU15_NO,2007,8261,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,OTH,EU15_NO,1996,373,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,OTH,EU15_NO,1997,1106,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,OTH,EU15_NO,1998,976,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,OTH,EU15_NO,1999,629,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,OTH,EU15_NO,2000,637,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,OTH,EU15_NO,2001,287,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,OTH,EU15_NO,2002,919,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,OTH,EU15_NO,2003,1402,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,OTH,EU15_NO,2004,2272,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,OTH,EU15_NO,2005,2037,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,OTH,EU15_NO,2006,1376,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,OTH,EU15_NO,2007,830,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,TOTAL,EU15_NO,1996,297775,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,TOTAL,EU15_NO,1997,240793,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,TOTAL,EU15_NO,1998,247131,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,TOTAL,EU15_NO,1999,249687,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,TOTAL,EU15_NO,2000,266499,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,TOTAL,EU15_NO,2001,269260,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,TOTAL,EU15_NO,2002,266107,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,TOTAL,EU15_NO,2003,516906,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,TOTAL,EU15_NO,2004,357235,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,TOTAL,EU15_NO,2005,361973,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,TOTAL,EU15_NO,2006,315325,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,TOTAL,EU15_NO,2007,230766,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,UNK,EU15_NO,1996,7771,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,UNK,EU15_NO,1997,1075,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,UNK,EU15_NO,1998,1089,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,UNK,EU15_NO,1999,1297,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,UNK,EU15_NO,2000,1216,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,UNK,EU15_NO,2001,5591,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,UNK,EU15_NO,2002,21233,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,UNK,EU15_NO,2003,30100,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,UNK,EU15_NO,2004,17966,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,UNK,EU15_NO,2005,2833,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,UNK,EU15_NO,2006,10037,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D21-M1,UNK,EU15_NO,2007,10180,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP1,EU15_NO,1996,65638,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP1,EU15_NO,1997,55332,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP1,EU15_NO,1998,56462,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP1,EU15_NO,1999,54981,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP1,EU15_NO,2000,56340,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP1,EU15_NO,2001,55742,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP1,EU15_NO,2002,50774,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP1,EU15_NO,2003,51998,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP1,EU15_NO,2004,53559,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP1,EU15_NO,2005,51923,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP1,EU15_NO,2006,48613,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP1,EU15_NO,2007,46514,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP2,EU15_NO,1996,12704,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP2,EU15_NO,1997,5540,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP2,EU15_NO,1998,6205,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP2,EU15_NO,1999,6696,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP2,EU15_NO,2000,8070,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP2,EU15_NO,2001,17946,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP2,EU15_NO,2002,16252,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP2,EU15_NO,2003,9837,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP2,EU15_NO,2004,10872,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP2,EU15_NO,2005,11097,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP2,EU15_NO,2006,10797,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP2,EU15_NO,2007,9975,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP3,EU15_NO,1996,45363,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP3,EU15_NO,1997,38989,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP3,EU15_NO,1998,41630,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP3,EU15_NO,1999,44590,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP3,EU15_NO,2000,47701,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP3,EU15_NO,2001,43258,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP3,EU15_NO,2002,41864,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP3,EU15_NO,2003,59093,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP3,EU15_NO,2004,65931,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP3,EU15_NO,2005,67044,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP3,EU15_NO,2006,64762,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP3,EU15_NO,2007,60409,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP4,EU15_NO,1996,26219,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP4,EU15_NO,1997,23179,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP4,EU15_NO,1998,24705,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP4,EU15_NO,1999,25484,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP4,EU15_NO,2000,27737,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP4,EU15_NO,2001,30641,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP4,EU15_NO,2002,27078,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP4,EU15_NO,2003,20933,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP4,EU15_NO,2004,21946,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP4,EU15_NO,2005,20320,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP4,EU15_NO,2006,19217,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP4,EU15_NO,2007,18395,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP5,EU15_NO,1996,179664,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP5,EU15_NO,1997,157368,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP5,EU15_NO,1998,160174,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP5,EU15_NO,1999,159217,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP5,EU15_NO,2000,164861,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP5,EU15_NO,2001,169559,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP5,EU15_NO,2002,155535,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP5,EU15_NO,2003,152452,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP5,EU15_NO,2004,157332,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP5,EU15_NO,2005,151084,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP5,EU15_NO,2006,141098,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP5,EU15_NO,2007,131892,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP6,EU15_NO,1996,113175,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP6,EU15_NO,1997,95500,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP6,EU15_NO,1998,98365,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP6,EU15_NO,1999,97180,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP6,EU15_NO,2000,101988,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP6,EU15_NO,2001,101144,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP6,EU15_NO,2002,94148,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP6,EU15_NO,2003,95461,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP6,EU15_NO,2004,101419,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP6,EU15_NO,2005,102656,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP6,EU15_NO,2006,97451,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP6,EU15_NO,2007,90449,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP7,EU15_NO,1996,17005,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP7,EU15_NO,1997,10794,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP7,EU15_NO,1998,11013,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP7,EU15_NO,1999,11346,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP7,EU15_NO,2000,11368,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP7,EU15_NO,2001,11325,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP7,EU15_NO,2002,13516,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP7,EU15_NO,2003,11927,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP7,EU15_NO,2004,12016,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP7,EU15_NO,2005,12633,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP7,EU15_NO,2006,12323,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,BP7,EU15_NO,2007,12048,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,OTH,EU15_NO,1996,678,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,OTH,EU15_NO,1997,1578,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,OTH,EU15_NO,1998,1436,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,OTH,EU15_NO,1999,1249,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,OTH,EU15_NO,2000,1281,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,OTH,EU15_NO,2001,713,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,OTH,EU15_NO,2002,2079,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,OTH,EU15_NO,2003,4239,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,OTH,EU15_NO,2004,3069,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,OTH,EU15_NO,2005,2183,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,OTH,EU15_NO,2006,1707,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,OTH,EU15_NO,2007,1462,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,1996,467933,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,1997,390455,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,1998,402070,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,1999,403358,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2000,421723,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2001,439388,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2002,419490,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2003,426895,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2004,440736,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2005,487465,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2006,467224,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,TOTAL,EU15_NO,2007,420399,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,UNK,EU15_NO,1996,7487,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,UNK,EU15_NO,1997,2175,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,UNK,EU15_NO,1998,2080,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,UNK,EU15_NO,1999,2615,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,UNK,EU15_NO,2000,2377,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,UNK,EU15_NO,2001,9060,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,UNK,EU15_NO,2002,18244,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,UNK,EU15_NO,2003,20955,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,UNK,EU15_NO,2004,14592,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,UNK,EU15_NO,2005,68522,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,UNK,EU15_NO,2006,71256,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D4-6,UNK,EU15_NO,2007,49255,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP1,EU15_NO,1996,71920,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP1,EU15_NO,1997,64289,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP1,EU15_NO,1998,65604,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP1,EU15_NO,1999,64425,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP1,EU15_NO,2000,65089,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP1,EU15_NO,2001,61235,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP1,EU15_NO,2002,58386,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP1,EU15_NO,2003,54155,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP1,EU15_NO,2004,55397,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP1,EU15_NO,2005,53722,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP1,EU15_NO,2006,50779,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP1,EU15_NO,2007,48137,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP2,EU15_NO,1996,10714,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP2,EU15_NO,1997,10116,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP2,EU15_NO,1998,12352,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP2,EU15_NO,1999,13663,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP2,EU15_NO,2000,17001,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP2,EU15_NO,2001,17758,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP2,EU15_NO,2002,18354,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP2,EU15_NO,2003,15904,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP2,EU15_NO,2004,18454,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP2,EU15_NO,2005,18215,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP2,EU15_NO,2006,18154,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP2,EU15_NO,2007,16286,p
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP3,EU15_NO,1996,77011,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP3,EU15_NO,1997,60933,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP3,EU15_NO,1998,66337,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP3,EU15_NO,1999,69901,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP3,EU15_NO,2000,77792,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP3,EU15_NO,2001,79979,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP3,EU15_NO,2002,80672,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP3,EU15_NO,2003,83134,
dataflow,ESTAT:HSW_AW_NBOSV(1.0),A,NR,D7-13,BP3,EU15_NO,2004,93598,
