STRUCTURE,STRUCTURE_ID,freq,unit,severity,age,sex,nace_r1,physact,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,F,TOTAL,PHA_1,EU_V,2005,20298,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,F,TOTAL,PHA_2,EU_V,2005,40426,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,F,TOTAL,PHA_3,EU_V,2005,25198,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,F,TOTAL,PHA_4,EU_V,2005,104950,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,F,TOTAL,PHA_5,EU_V,2005,52360,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,F,TOTAL,PHA_6,EU_V,2005,145264,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,F,TOTAL,PHA_7,EU_V,2005,8397,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,F,TOTAL,PHA_9,EU_V,2005,8453,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,F,TOTAL,TOTAL,EU_V,2005,405348,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,PHA_1,EU_V,2005,106560,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,PHA_2,EU_V,2005,243100,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,PHA_3,EU_V,2005,108085,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,PHA_4,EU_V,2005,372160,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,PHA_5,EU_V,2005,192851,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,PHA_6,EU_V,2005,349163,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,PHA_7,EU_V,2005,19653,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,PHA_9,EU_V,2005,19297,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,M,TOTAL,TOTAL,EU_V,2005,1410872,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,A,PHA_1,EU_V,2005,6187,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,A,PHA_2,EU_V,2005,23573,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,A,PHA_3,EU_V,2005,6629,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,A,PHA_4,EU_V,2005,34617,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,A,PHA_5,EU_V,2005,12600,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,A,PHA_6,EU_V,2005,38297,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,A,PHA_7,EU_V,2005,2110,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,A,PHA_9,EU_V,2005,2178,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,A,TOTAL,EU_V,2005,126190,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,B,PHA_1,EU_V,2005,146,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,B,PHA_2,EU_V,2005,431,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,B,PHA_3,EU_V,2005,137,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,B,PHA_4,EU_V,2005,1439,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,B,PHA_5,EU_V,2005,418,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,B,PHA_6,EU_V,2005,1216,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,B,PHA_7,EU_V,2005,172,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,B,PHA_9,EU_V,2005,273,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,B,TOTAL,EU_V,2005,4234,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,C,PHA_1,EU_V,2005,1287,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,C,PHA_2,EU_V,2005,3601,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,C,PHA_3,EU_V,2005,957,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,C,PHA_4,EU_V,2005,4636,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,C,PHA_5,EU_V,2005,1824,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,C,PHA_6,EU_V,2005,3915,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,C,PHA_7,EU_V,2005,180,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,C,PHA_9,EU_V,2005,302,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,C,TOTAL,EU_V,2005,16702,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,D,PHA_1,EU_V,2005,78657,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,D,PHA_2,EU_V,2005,92878,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,D,PHA_3,EU_V,2005,25889,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,D,PHA_4,EU_V,2005,159577,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,D,PHA_5,EU_V,2005,65325,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,D,PHA_6,EU_V,2005,97842,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,D,PHA_7,EU_V,2005,5065,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,D,PHA_9,EU_V,2005,5522,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,D,TOTAL,EU_V,2005,530753,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,E,PHA_1,EU_V,2005,583,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,E,PHA_2,EU_V,2005,1993,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,E,PHA_3,EU_V,2005,1359,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,E,PHA_4,EU_V,2005,3094,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,E,PHA_5,EU_V,2005,1642,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,E,PHA_6,EU_V,2005,4426,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,E,PHA_7,EU_V,2005,204,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,E,PHA_9,EU_V,2005,207,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,E,TOTAL,EU_V,2005,13505,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,F,PHA_1,EU_V,2005,15071,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,F,PHA_2,EU_V,2005,75801,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,F,PHA_3,EU_V,2005,15906,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,F,PHA_4,EU_V,2005,89722,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,F,PHA_5,EU_V,2005,47332,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,F,PHA_6,EU_V,2005,96493,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,F,PHA_7,EU_V,2005,4226,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,F,PHA_9,EU_V,2005,3994,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,F,TOTAL,EU_V,2005,348548,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,G,PHA_1,EU_V,2005,10006,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,G,PHA_2,EU_V,2005,31972,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,G,PHA_3,EU_V,2005,18127,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,G,PHA_4,EU_V,2005,60515,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,G,PHA_5,EU_V,2005,36467,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,G,PHA_6,EU_V,2005,46141,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,G,PHA_7,EU_V,2005,2747,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,G,PHA_9,EU_V,2005,2285,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,G,TOTAL,EU_V,2005,208262,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,H,PHA_1,EU_V,2005,2431,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,H,PHA_2,EU_V,2005,12268,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,H,PHA_3,EU_V,2005,4481,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,H,PHA_4,EU_V,2005,24726,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,H,PHA_5,EU_V,2005,10461,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,H,PHA_6,EU_V,2005,23994,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,H,PHA_7,EU_V,2005,1065,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,H,PHA_9,EU_V,2005,1506,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,H,TOTAL,EU_V,2005,80931,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,I,PHA_1,EU_V,2005,3222,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,I,PHA_2,EU_V,2005,7769,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,I,PHA_3,EU_V,2005,30276,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,I,PHA_4,EU_V,2005,30177,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,I,PHA_5,EU_V,2005,21396,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,I,PHA_6,EU_V,2005,45295,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,I,PHA_7,EU_V,2005,2528,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,I,PHA_9,EU_V,2005,1934,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,I,TOTAL,EU_V,2005,142596,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,J,PHA_1,EU_V,2005,88,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,J,PHA_2,EU_V,2005,278,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,J,PHA_3,EU_V,2005,1106,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,J,PHA_4,EU_V,2005,1068,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,J,PHA_5,EU_V,2005,449,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,J,PHA_6,EU_V,2005,3126,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,J,PHA_7,EU_V,2005,704,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,J,PHA_9,EU_V,2005,137,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,J,TOTAL,EU_V,2005,6956,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,K,PHA_1,EU_V,2005,3955,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,K,PHA_2,EU_V,2005,12530,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,K,PHA_3,EU_V,2005,9677,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,K,PHA_4,EU_V,2005,19198,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,K,PHA_5,EU_V,2005,12403,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,K,PHA_6,EU_V,2005,33859,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,K,PHA_7,EU_V,2005,1833,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,K,PHA_9,EU_V,2005,1866,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,K,TOTAL,EU_V,2005,95319,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,L,PHA_1,EU_V,2005,1692,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,L,PHA_2,EU_V,2005,6922,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,L,PHA_3,EU_V,2005,7031,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,L,PHA_4,EU_V,2005,12380,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,L,PHA_5,EU_V,2005,9287,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,L,PHA_6,EU_V,2005,31859,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,L,PHA_7,EU_V,2005,2478,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,L,PHA_9,EU_V,2005,2602,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,L,TOTAL,EU_V,2005,74251,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,M,PHA_1,EU_V,2005,511,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,M,PHA_2,EU_V,2005,1741,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,M,PHA_3,EU_V,2005,1147,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,M,PHA_4,EU_V,2005,3946,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,M,PHA_5,EU_V,2005,2151,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,M,PHA_6,EU_V,2005,11455,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,M,PHA_7,EU_V,2005,908,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,M,PHA_9,EU_V,2005,699,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,M,TOTAL,EU_V,2005,22559,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,N,PHA_1,EU_V,2005,849,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,N,PHA_2,EU_V,2005,4014,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,N,PHA_3,EU_V,2005,4350,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,N,PHA_4,EU_V,2005,16794,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,N,PHA_5,EU_V,2005,14375,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,N,PHA_6,EU_V,2005,30559,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,N,PHA_7,EU_V,2005,2358,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,N,PHA_9,EU_V,2005,2395,
dataflow,ESTAT:HSW_AW_PA1(1.0),A,PC,D_GE4,TOTAL,T,N,TOTAL,EU_V,2005,75696,
