STRUCTURE,STRUCTURE_ID,freq,lev_limit,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-64,PC_PER_HPB,SK,2020,17.2,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-64,PC_PER_HPB,TR,2013,9.2,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-64,PC_PER_HPB,UK,2007,26.8,u
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-64,PC_PER_HPB,UK,2013,25.1,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,AT,2020,2.3,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,BE,2020,1.4,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,BG,2020,0.7,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,CH,2020,2.3,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,CY,2020,0.3,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,CZ,2020,0.5,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,DE,2020,1.5,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,DK,2020,1.3,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,EA19,2020,1.5,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,EE,2020,1.1,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,EL,2020,0.3,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,ES,2020,1.3,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,EU27_2020,2020,2.7,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,FI,2020,8.1,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,FR,2020,1.7,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,HR,2020,0.5,u
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,HU,2020,0.3,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,IE,2020,0.7,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,IS,2020,1.1,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,IT,2020,1.5,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,LT,2020,0.4,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,LU,2020,0.8,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,LV,2020,0.1,u
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,MT,2020,1.1,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,NL,2020,0.9,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,NO,2020,2.2,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,PL,2020,15.4,d
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,PT,2020,1.0,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,RO,2020,0.1,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,SE,2020,6.5,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,SI,2020,1.0,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_EMP_PREEMP,SK,2020,1.1,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,AT,2020,17.0,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,BE,2020,16.0,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,BG,2020,15.0,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,CH,2020,19.8,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,CY,2020,8.5,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,CZ,2020,9.8,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,DK,2020,19.1,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,EA19,2020,20.7,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,EE,2020,15.8,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,EL,2020,10.1,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,ES,2020,21.3,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,EU27_2020,2020,27.2,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,FI,2020,32.5,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,FR,2020,22.1,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,HR,2020,7.4,u
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,HU,2020,10.8,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,IE,2020,23.4,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,IS,2020,11.8,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,IT,2020,28.5,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,LT,2020,23.7,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,LU,2020,7.6,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,LV,2020,2.0,u
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,MT,2020,45.1,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,NL,2020,13.3,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,NO,2020,19.3,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,PL,2020,40.3,d
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,PT,2020,15.6,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,RO,2020,4.2,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,SE,2020,34.8,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,SI,2020,18.5,
dataflow,ESTAT:HSW_PB4(1.0),A,NONE,Y15-74,PC_PER_HPB,SK,2020,15.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,AT,2007,3.9,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,AT,2013,3.4,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,AT,2020,3.4,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,BE,2007,3.1,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,BE,2013,2.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,BE,2020,3.7,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,BG,2007,1.4,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,BG,2013,0.7,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,BG,2020,0.6,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,CH,2013,3.1,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,CH,2020,3.4,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,CY,2007,3.2,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,CY,2013,2.3,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,CY,2020,0.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,CZ,2007,3.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,CZ,2013,0.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,CZ,2020,1.3,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,DE,2007,0.7,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,DE,2013,1.2,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,DE,2020,2.1,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,DK,2007,4.1,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,DK,2013,1.9,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,DK,2020,2.1,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EA19,2007,4.1,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EA19,2013,2.0,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EA19,2020,2.1,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EE,2007,2.2,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EE,2013,2.6,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EE,2020,2.1,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EL,2007,1.1,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EL,2013,3.7,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EL,2020,0.7,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,ES,2007,1.7,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,ES,2013,1.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,ES,2020,2.5,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EU27_2020,2007,3.8,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EU27_2020,2013,1.9,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EU27_2020,2020,2.2,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EU28,2007,3.5,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,EU28,2013,1.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,FI,2007,3.9,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,FI,2013,4.0,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,FI,2020,3.4,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,FR,2007,16.4,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,FR,2013,3.4,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,FR,2020,2.3,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,HR,2007,3.1,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,HR,2013,3.2,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,HR,2020,2.0,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,HU,2007,1.5,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,HU,2013,1.9,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,HU,2020,0.9,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,IE,2007,0.8,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,IE,2013,0.3,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,IE,2020,1.1,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,IS,2007,2.7,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,IS,2020,4.3,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,IT,2007,0.5,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,IT,2013,0.6,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,IT,2020,0.4,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,LT,2007,1.0,u
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,LT,2013,,u
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,LT,2020,0.5,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,LU,2007,0.8,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,LU,2013,2.5,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,LU,2020,4.7,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,LV,2007,2.3,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,LV,2013,3.4,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,LV,2020,2.9,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,MT,2007,0.8,u
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,MT,2013,,u
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,MT,2020,0.4,u
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,NL,2007,3.7,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,NL,2020,3.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,NO,2007,2.9,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,NO,2013,2.1,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,NO,2020,4.0,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,PL,2007,3.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,PL,2013,1.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,PL,2020,3.2,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,PT,2007,2.2,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,PT,2013,3.0,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,PT,2020,3.5,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,RO,2007,1.6,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,RO,2013,0.6,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,RO,2020,0.7,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,SE,2007,3.5,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,SE,2013,5.5,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,SE,2020,6.3,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,SI,2007,4.9,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,SI,2013,2.6,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,SI,2020,1.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,SK,2007,1.6,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,SK,2013,2.0,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,SK,2020,1.0,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,TR,2013,0.7,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,UK,2007,1.2,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_EMP_PREEMP,UK,2013,0.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,AT,2007,26.1,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,AT,2013,22.6,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,AT,2020,26.0,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,BE,2007,26.9,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,BE,2013,34.4,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,BE,2020,39.1,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,BG,2007,31.2,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,BG,2013,13.7,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,BG,2020,17.3,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,CH,2013,26.5,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,CH,2020,28.3,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,CY,2007,37.9,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,CY,2013,38.6,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,CY,2020,24.4,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,CZ,2007,44.9,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,CZ,2013,14.4,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,CZ,2020,24.7,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,DE,2007,13.4,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,DE,2013,14.9,u
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,DK,2007,32.0,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,DK,2013,29.3,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,DK,2020,27.6,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,EA19,2007,28.5,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,EA19,2013,24.3,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,EA19,2020,27.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,EE,2007,24.0,d
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,EE,2013,36.5,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,EE,2020,33.8,
dataflow,ESTAT:HSW_PB4(1.0),A,SEV,Y15-64,PC_PER_HPB,EL,2007,17.2,
